anime_id,type,episodes,source,rating,start_year,start_season,demographics
791,movie,1,Non-Original,r+,1986,winter,Seinen
35964,tv,24,Non-Original,r,2018,winter,None
42454,ona,12,Non-Original,pg_13,2020,winter,None
36001,tv,12,Non-Original,pg_13,2018,spring,Seinen
2943,ova,3,Non-Original,rx,2002,spring,None
50599,tv,13,original,pg_13,2022,winter,None
5136,ova,1,original,pg_13,2007,summer,None
4003,ova,4,original,r,1985,fall,None
33532,tv,12,Non-Original,pg_13,2017,spring,None
4816,ova,2,Non-Original,rx,2007,spring,None
32684,special,1,Non-Original,pg_13,2005,summer,Shoujo
1106,movie,1,original,pg_13,1997,spring,None
27619,ova,6,Non-Original,pg_13,2014,spring,Shounen
44208,tv,13,original,pg_13,2021,winter,None
29087,ona,39,Non-Original,pg_13,2014,spring,Shounen
35343,ova,2,Non-Original,rx,2017,spring,None
3691,tv,29,Non-Original,g,1991,fall,Kids
316,ova,3,Non-Original,rx,1994,summer,None
7435,movie,1,Non-Original,g,1991,summer,Shounen
4306,movie,1,original,g,2006,winter,Kids
2312,movie,1,original,pg_13,1984,summer,None
38853,tv,12,Non-Original,pg_13,2021,winter,Seinen
34289,tv,13,Non-Original,pg_13,2017,winter,None
2062,ova,1,original,r+,1988,fall,None
3916,ova,2,Non-Original,rx,2007,spring,None
2981,movie,1,Non-Original,r+,1992,spring,None
602,ova,7,original,pg_13,1992,spring,Shounen
6878,special,1,original,g,2008,fall,None
41215,ona,22,Non-Original,pg_13,2019,summer,None
7597,ova,1,Non-Original,pg_13,2010,winter,Seinen
2869,ova,1,Non-Original,rx,2005,fall,None
17012,ova,2,Non-Original,rx,2013,winter,None
3522,movie,1,Non-Original,r+,1984,winter,None
1742,ova,12,Non-Original,r,1991,spring,None
49830,Non-Original,1,Non-Original,pg_13,2021,summer,None
677,tv,12,original,pg_13,1998,spring,None
36524,special,1,Non-Original,pg_13,2017,fall,None
35417,ona,12,Non-Original,r+,2017,spring,None
38490,ona,16,Non-Original,pg_13,2018,summer,None
32735,ona,1,Non-Original,g,2016,winter,None
36847,tv,10,Non-Original,r+,2018,winter,None
2099,movie,1,Non-Original,pg_13,1991,summer,None
17815,special,1,original,g,2012,spring,None
36000,tv,12,Non-Original,pg_13,2018,fall,None
17351,special,1,Non-Original,pg_13,2013,spring,None
1895,ova,1,original,rx,2002,spring,None
3806,tv,69,Non-Original,g,1982,fall,None
1904,ova,3,Non-Original,pg_13,2003,winter,Shoujo
3571,tv,34,Non-Original,pg,1997,winter,None
2861,ova,2,Non-Original,rx,2004,winter,None
4773,tv,37,original,pg_13,1994,spring,Shounen
2945,ova,2,original,rx,2005,winter,None
7110,ova,1,Non-Original,rx,2010,summer,None
19877,tv,21,Non-Original,pg,2013,spring,None
37894,ona,12,Non-Original,pg_13,2016,fall,None
15043,tv,13,original,g,2012,fall,None
8542,tv,25,Non-Original,pg_13,1978,fall,Shoujo
10501,movie,1,original,pg,2011,winter,None
38141,ova,2,Non-Original,rx,2018,fall,None
1636,ova,2,Non-Original,rx,2004,spring,None
4023,tv,16,original,g,1994,spring,Kids
40403,tv,12,Non-Original,pg_13,2020,spring,Shounen
40732,ona,16,Non-Original,pg_13,2021,summer,None
11523,ova,1,Non-Original,rx,2011,fall,None
23101,ova,1,Non-Original,rx,2014,spring,None
35081,ona,1,Non-Original,pg_13,2017,winter,None
4494,ova,1,Non-Original,rx,2007,spring,None
3889,ova,1,Non-Original,r+,1987,fall,None
3917,ova,2,Non-Original,rx,2007,summer,None
1912,tv,13,Non-Original,pg_13,2006,fall,None
9904,ova,2,Non-Original,rx,2011,winter,None
21701,special,1,Non-Original,r,1997,spring,Shounen
38916,ona,3,Non-Original,pg_13,2019,spring,None
31676,special,1,Non-Original,pg_13,2000,spring,None
30412,ona,41,Non-Original,r,2014,fall,None
37601,tv,12,Non-Original,pg_13,2018,summer,None
1640,ova,2,Non-Original,pg_13,2006,spring,None
1389,ova,3,Non-Original,rx,2005,summer,None
9009,ova,2,Non-Original,rx,2010,summer,None
3896,ova,3,original,rx,2005,summer,None
1496,ova,2,Non-Original,r+,1995,spring,None
39938,movie,1,Non-Original,pg_13,2022,spring,None
12715,ova,7,Non-Original,r,1993,fall,Shounen
37672,special,1,original,pg_13,2018,winter,None
511,tv,13,Non-Original,pg_13,2005,summer,None
1617,tv,4,Non-Original,pg,2003,summer,Josei
2277,ona,24,original,pg_13,2001,fall,None
3835,tv,26,Non-Original,g,1981,spring,None
27503,ona,11,original,pg_13,2014,summer,None
34733,special,1,original,pg_13,2017,spring,None
6694,ova,2,Non-Original,rx,2009,summer,None
3425,tv,25,Non-Original,g,1996,winter,Kids
22733,tv,51,Non-Original,pg_13,2014,spring,Shounen
1999,ova,1,Non-Original,pg_13,2002,fall,Shounen
8292,ova,1,Non-Original,rx,2010,spring,None
2377,ova,6,Non-Original,rx,2002,winter,None
9487,ova,2,Non-Original,rx,2010,fall,None
36246,ona,13,Non-Original,pg_13,2017,fall,None
4240,tv,39,original,pg_13,1981,fall,None
3182,tv,5,Non-Original,pg,2004,spring,Josei
3258,ova,1,original,pg_13,1987,summer,None
36309,tv,12,original,pg_13,2018,spring,None
1220,ona,1,original,pg_13,2006,summer,None
31911,ona,2,Non-Original,g,2012,fall,Kids
319,ova,3,Non-Original,pg_13,2002,fall,None
41793,ova,2,Non-Original,rx,2020,fall,None
40940,ona,9,Non-Original,pg_13,2020,winter,None
37127,ova,4,Non-Original,rx,2018,winter,None
21267,tv,4,Non-Original,pg_13,2014,winter,None
51923,tv,12,Non-Original,pg_13,2022,summer,None
9121,special,3,original,pg_13,2010,summer,Shounen
18695,ova,2,Non-Original,rx,2013,fall,None
16906,tv,114,original,pg_13,2013,winter,None
5027,tv,25,Non-Original,pg,2008,fall,Kids
3062,ova,2,Non-Original,rx,2005,spring,None
2501,tv,26,Non-Original,r+,2003,fall,None
7578,movie,1,original,g,1996,winter,None
30132,ova,1,Non-Original,rx,2015,spring,None
2533,ova,4,Non-Original,rx,2001,spring,None
2565,tv,26,Non-Original,g,1966,fall,Shounen
4701,ova,3,Non-Original,rx,2007,fall,None
2357,ova,5,Non-Original,rx,2002,spring,None
12867,movie,1,Non-Original,g,2010,fall,None
51723,ova,2,Non-Original,rx,2022,spring,None
37584,tv,12,Non-Original,pg_13,2018,fall,None
40488,tv,12,Non-Original,pg_13,2022,winter,None
5316,ova,3,Non-Original,rx,2008,fall,None
12579,special,6,Non-Original,r+,2011,summer,Shounen
2207,movie,1,Non-Original,pg_13,1996,spring,None
7536,movie,1,original,r,2009,winter,None
4513,movie,1,Non-Original,g,1958,fall,None
4411,tv,47,original,pg_13,1979,spring,None
2814,tv,52,original,g,1988,spring,Kids
1167,tv,12,Non-Original,r,2004,fall,Seinen
2782,ova,2,Non-Original,pg_13,1996,winter,Shounen
2510,tv,26,original,pg_13,1981,summer,None
1874,special,4,original,r+,2004,summer,None
31668,special,2,Non-Original,pg_13,2015,fall,Shounen
17267,tv,12,original,pg_13,2013,summer,None
9837,ova,2,Non-Original,r,1993,fall,Seinen
2447,ova,2,original,rx,2005,fall,None
4808,tv,26,original,pg_13,1974,fall,None
9494,ova,2,original,pg_13,2005,fall,None
12433,ona,1,Non-Original,r,2011,fall,None
39397,special,2,Non-Original,r+,2019,winter,None
1097,tv,13,Non-Original,r+,2003,winter,None
29730,ova,2,Non-Original,rx,2015,winter,None
33274,tv,13,original,pg,2016,summer,None
16576,special,1,Non-Original,pg_13,2012,fall,Shounen
37509,tv,13,original,pg_13,2019,winter,None
22215,tv,11,Non-Original,pg,2014,spring,Shoujo
9523,ova,1,Non-Original,g,2012,winter,None
556,ova,3,original,pg_13,2001,spring,None
38601,special,1,Non-Original,pg_13,2019,fall,None
3307,ova,2,Non-Original,rx,2005,spring,None
40157,special,1,Non-Original,pg_13,2019,summer,None
34532,ova,2,Non-Original,r,2018,summer,Seinen
49110,tv,13,original,pg_13,2021,summer,None
5539,special,1,original,r,2008,spring,None
42455,ona,12,Non-Original,pg_13,2020,spring,None
25431,ova,8,Non-Original,pg_13,2014,summer,Shounen
27613,special,3,Non-Original,pg_13,2014,summer,None
24763,special,3,original,pg_13,2014,spring,None
32274,tv,12,Non-Original,pg_13,2016,winter,None
1226,tv,13,Non-Original,pg_13,1999,spring,None
50789,tv,11,Non-Original,pg_13,2022,spring,None
38672,movie,1,original,g,2019,winter,Shoujo
6985,movie,1,Non-Original,pg_13,2009,fall,None
2686,tv,96,Non-Original,g,1963,fall,Shounen
4012,Non-Original,1,original,pg_13,2005,winter,None
31967,special,4,original,pg_13,2015,summer,None
2306,ova,2,original,pg_13,1989,summer,None
30948,tv,13,original,pg_13,2015,fall,None
498,ova,3,original,pg_13,1987,summer,None
3107,ova,2,original,rx,2003,spring,None
37973,special,2,Non-Original,pg_13,2019,spring,None
36629,special,1,Non-Original,pg_13,2016,fall,Shoujo
11773,ova,2,Non-Original,pg_13,2012,winter,Seinen
30103,Non-Original,1,original,g,2015,winter,Shoujo
38775,ona,4,Non-Original,rx,2018,fall,None
50581,ona,52,Non-Original,pg_13,2021,fall,None
3660,tv,25,original,g,1986,spring,Kids
16574,special,1,Non-Original,pg_13,2012,summer,Shounen
3159,tv,95,Non-Original,pg_13,1982,summer,None
1779,ova,2,original,rx,2005,spring,None
38046,special,1,Non-Original,pg_13,2018,fall,None
362,ova,3,Non-Original,pg_13,2003,winter,None
10796,special,6,Non-Original,r+,2011,spring,None
26059,ova,1,Non-Original,rx,2014,fall,None
35603,special,1,original,pg_13,2017,spring,None
2334,movie,1,Non-Original,g,1989,winter,None
50462,ona,1,original,pg_13,2020,summer,None
33746,tv,12,original,pg_13,2016,fall,None
49345,movie,1,original,pg_13,2022,winter,None
7573,ova,3,original,rx,2009,fall,None
8491,movie,1,original,pg,2006,summer,Kids
49342,tv,3,Non-Original,r+,2022,spring,Seinen
3444,tv,50,Non-Original,pg_13,1979,spring,None
36290,ona,15,Non-Original,pg_13,2017,winter,None
1245,ova,1,Non-Original,r+,1998,winter,Shoujo
7549,ova,1,Non-Original,pg_13,2010,winter,None
3308,ova,3,Non-Original,rx,2003,summer,None
18599,special,1,Non-Original,g,2013,winter,Shoujo
39680,ova,4,Non-Original,rx,2019,spring,None
2371,ova,3,Non-Original,rx,2003,winter,None
39115,special,4,Non-Original,pg_13,2019,winter,Seinen
47616,special,1,Non-Original,r,2021,winter,Shounen
47792,ona,9,Non-Original,r+,2021,fall,None
12995,ova,2,Non-Original,rx,2012,spring,None
3525,Non-Original,1,original,r,1995,winter,None
2456,movie,1,original,g,1987,fall,None
1940,ova,1,Non-Original,r,1986,fall,Shounen
1344,ova,4,Non-Original,r,1993,summer,None
43626,ona,260,Non-Original,pg_13,2020,fall,None
3060,ova,4,original,pg_13,1983,fall,None
773,ova,4,original,pg_13,1999,spring,None
15347,movie,1,Non-Original,g,1984,winter,None
48858,tv,12,original,pg_13,2021,fall,None
8518,special,1,original,pg_13,2010,winter,None
1012,special,2,Non-Original,r,1998,spring,Shounen
562,ova,3,Non-Original,pg_13,2004,fall,Shounen
11715,special,6,Non-Original,pg_13,2011,summer,None
8961,tv,12,Non-Original,pg_13,2010,summer,Seinen
32697,tv,12,Non-Original,pg_13,2016,summer,Shoujo
42714,ona,8,Non-Original,rx,2020,fall,None
31865,ona,8,Non-Original,pg_13,2015,fall,None
33712,ova,6,Non-Original,r+,2016,fall,None
30818,ova,1,Non-Original,pg_13,2016,spring,None
32191,ona,1,Non-Original,pg,2014,fall,None
5321,ova,2,Non-Original,rx,2006,spring,None
16347,tv,13,original,pg_13,2013,winter,None
1769,tv,12,original,r,2000,winter,None
31785,ova,1,Non-Original,pg_13,2015,summer,None
10258,ona,2,Non-Original,g,2012,summer,None
49402,movie,1,Non-Original,r+,2021,fall,Seinen
38212,ona,12,Non-Original,rx,2018,fall,Josei
211,ova,2,Non-Original,rx,2001,summer,None
7108,special,1,Non-Original,pg_13,2009,summer,None
7770,ona,25,original,g,2009,fall,None
33562,ona,12,Non-Original,pg_13,2015,summer,None
32606,tv,13,Non-Original,pg_13,2016,spring,None
4555,ova,2,Non-Original,rx,2007,fall,None
42956,ona,12,original,pg_13,2020,fall,None
41574,tv,12,Non-Original,pg_13,2020,fall,None
9006,ova,2,Non-Original,rx,2010,spring,None
1821,ova,3,Non-Original,rx,2001,summer,None
5153,tv,25,original,pg_13,1984,fall,None
39584,movie,1,original,r,2019,fall,Seinen
3874,tv,52,original,pg_13,1992,spring,None
3506,Non-Original,1,original,pg_13,2002,winter,None
36033,ova,4,Non-Original,rx,2017,fall,None
21513,ova,2,Non-Original,rx,2014,winter,None
1273,ova,4,Non-Original,rx,2001,spring,None
3512,ova,1,Non-Original,pg,1994,summer,Shoujo
5324,ova,3,Non-Original,rx,2005,spring,None
28517,ova,1,Non-Original,rx,2015,winter,None
6130,tv,40,original,pg_13,2009,spring,None
3538,ova,3,Non-Original,rx,2003,winter,None
36458,tv,12,Non-Original,pg_13,2021,winter,None
39277,tv,36,Non-Original,g,2019,spring,Kids
35238,ova,1,Non-Original,rx,2017,spring,None
37346,ona,1,original,pg_13,2021,spring,None
3239,ova,38,original,rx,1984,summer,None
1781,ova,1,original,rx,2001,fall,None
1158,ova,3,Non-Original,r+,1998,spring,Shounen
39803,ova,2,Non-Original,rx,2019,summer,None
2614,movie,1,Non-Original,pg_13,1984,winter,None
4460,ona,1,original,pg_13,2001,summer,None
31055,movie,1,Non-Original,pg,2015,fall,Shoujo
1407,ova,2,Non-Original,rx,1995,fall,None
34475,ona,1,Non-Original,pg_13,2016,fall,None
40506,tv,48,Non-Original,pg_13,2020,spring,None
1113,ova,3,Non-Original,rx,2003,fall,None
1582,ova,2,Non-Original,pg_13,2003,summer,None
36404,ona,1,original,g,2017,summer,None
37224,ova,2,Non-Original,rx,2018,spring,None
2346,ova,1,Non-Original,r+,2002,summer,Seinen
40085,tv,12,original,pg_13,2020,fall,None
31283,special,1,Non-Original,r+,2015,fall,None
23213,tv,13,Non-Original,pg_13,2014,spring,Josei
41271,special,1,Non-Original,pg_13,2020,winter,None
1148,ova,4,Non-Original,r+,1991,summer,None
49942,ona,2,Non-Original,pg_13,2022,winter,None
36945,tv,12,original,pg_13,2018,fall,None
4591,tv,20,Non-Original,r+,1998,fall,None
1388,ova,5,Non-Original,rx,2004,summer,None
37895,ona,12,Non-Original,pg_13,2017,summer,None
6689,ova,2,Non-Original,rx,2009,summer,None
30705,tv,12,original,pg_13,2015,summer,None
2303,ova,3,original,pg_13,1989,spring,None
21649,ova,1,Non-Original,pg_13,2014,winter,None
52199,special,1,Non-Original,pg_13,2022,spring,Shounen
37395,tv,50,Non-Original,pg,2018,summer,None
7759,special,7,Non-Original,pg_13,2009,summer,None
34539,ona,10,Non-Original,pg_13,2018,fall,Seinen
30686,special,6,Non-Original,pg,2015,spring,Kids
1905,special,8,Non-Original,pg_13,2005,summer,Shoujo
38104,special,2,Non-Original,r,2018,spring,None
4481,movie,1,Non-Original,g,1960,summer,None
34799,tv,36,Non-Original,g,2017,spring,Shoujo
6251,special,6,Non-Original,g,2008,winter,None
37703,special,3,original,r,2018,summer,Shounen
19431,special,1,Non-Original,pg_13,2013,spring,None
1884,tv,12,original,g,2006,spring,None
1692,ova,2,Non-Original,pg_13,2006,fall,None
40074,tv,12,original,r,2020,summer,None
7782,special,1,Non-Original,pg_13,2009,fall,None
2823,tv,45,Non-Original,pg,1974,fall,None
33681,special,1,Non-Original,pg_13,2016,spring,None
309,tv,13,original,pg_13,2005,summer,None
8490,movie,1,original,pg,2000,summer,Kids
537,ova,2,Non-Original,r,1998,winter,None
3038,movie,1,Non-Original,r+,1969,spring,None
9884,tv,56,Non-Original,pg,1966,winter,None
36498,special,4,Non-Original,pg_13,2016,summer,None
5266,ova,1,original,pg_13,1987,spring,None
7307,tv,108,Non-Original,g,1985,fall,None
10570,ova,3,Non-Original,rx,2011,spring,None
37740,ona,25,Non-Original,pg_13,2018,spring,Shoujo
1907,ova,2,Non-Original,pg_13,2005,fall,Shoujo
2461,ova,1,original,pg_13,1987,fall,None
37590,ona,1,Non-Original,pg_13,2018,winter,None
30454,ova,2,Non-Original,rx,2015,spring,None
349,tv,13,Non-Original,pg_13,2005,winter,None
6558,ova,3,Non-Original,rx,2009,summer,None
824,ova,6,Non-Original,r+,2003,spring,None
5353,ova,6,Non-Original,r+,1992,winter,Seinen
40180,ona,1,Non-Original,g,2019,summer,None
30291,tv,8,original,pg_13,2015,fall,Shounen
2989,ova,2,Non-Original,rx,2007,spring,None
40398,ova,4,Non-Original,rx,2019,fall,None
36196,tv,12,original,g,2018,winter,None
37710,special,1,Non-Original,pg_13,2018,spring,None
36825,special,1,Non-Original,pg,2006,summer,Kids
13379,ova,2,original,rx,2012,spring,None
13141,tv,26,Non-Original,g,2012,spring,None
2567,tv,52,Non-Original,g,1976,spring,Kids
9810,tv,83,Non-Original,pg,2000,winter,Kids
50156,ova,2,Non-Original,rx,2022,winter,None
40480,Non-Original,1,Non-Original,r,2019,summer,None
10327,ova,2,Non-Original,rx,2011,spring,None
39654,ona,7,Non-Original,pg_13,2019,spring,None
8337,special,1,original,pg_13,2010,winter,None
23499,ona,3,Non-Original,pg_13,2014,spring,Shounen
2287,tv,26,Non-Original,g,2002,winter,Shounen
2607,ova,1,Non-Original,pg_13,1984,summer,None
38440,tv,12,Non-Original,pg_13,2021,fall,None
35063,special,12,original,pg_13,2015,winter,None
34823,ona,12,Non-Original,rx,2017,spring,None
31617,special,1,Non-Original,r+,2016,spring,Seinen
1342,ova,1,Non-Original,r+,1988,fall,None
49211,ona,6,original,pg_13,2021,fall,None
38107,ova,4,Non-Original,rx,2018,fall,None
3325,tv,48,original,g,1990,winter,Shounen
40066,ona,1,original,pg,2019,summer,None
32484,ova,2,Non-Original,rx,2016,winter,None
3915,tv,61,original,g,1975,fall,None
7436,movie,1,Non-Original,pg_13,1992,winter,Shounen
5653,ova,3,Non-Original,rx,2009,winter,None
19351,ova,4,Non-Original,pg,2013,summer,Shoujo
6202,special,1,Non-Original,pg_13,1978,summer,None
10429,ova,1,original,rx,2011,winter,None
38513,ona,2,Non-Original,rx,2018,summer,None
36542,special,1,Non-Original,pg_13,2017,fall,None
37277,special,4,Non-Original,pg_13,2018,winter,None
19629,ova,2,Non-Original,rx,2013,fall,None
6787,ova,1,original,pg_13,2010,fall,Shoujo
1909,ova,2,Non-Original,pg_13,1994,fall,None
30922,movie,1,Non-Original,g,2016,winter,None
2309,special,1,original,pg_13,2004,summer,None
2100,movie,1,Non-Original,pg_13,1992,summer,Seinen
402,ova,1,original,pg_13,2005,winter,None
39334,ona,1,original,g,2019,winter,None
16740,special,1,Non-Original,pg_13,2009,fall,None
38203,tv,12,Non-Original,pg_13,2018,fall,None
11841,tv,18,Non-Original,pg_13,2008,summer,None
17068,Non-Original,1,original,pg_13,2012,summer,None
37268,tv,12,Non-Original,pg_13,2019,fall,Shounen
2431,ova,3,Non-Original,rx,2002,summer,None
7458,ova,1,Non-Original,rx,2010,winter,None
13969,special,1,Non-Original,pg_13,2012,summer,Seinen
41794,ova,2,Non-Original,rx,2020,summer,None
363,ova,4,Non-Original,pg_13,2004,spring,None
41463,special,2,Non-Original,pg_13,2019,fall,None
1677,special,2,Non-Original,pg_13,2002,spring,None
34927,tv,51,original,g,2017,spring,None
16091,ova,2,Non-Original,rx,2012,fall,None
3578,ova,3,Non-Original,rx,2002,summer,None
8632,movie,1,original,g,2010,winter,None
6093,tv,51,Non-Original,g,1986,fall,Shoujo
1036,ova,2,Non-Original,pg_13,1998,fall,Shoujo
2917,ova,3,Non-Original,rx,2002,fall,None
4439,tv,26,Non-Original,pg_13,1969,spring,None
1630,ova,2,original,r+,1995,fall,None
6971,tv,45,Non-Original,g,1971,fall,None
1632,ova,2,Non-Original,rx,2005,spring,None
18755,movie,12,Non-Original,g,2013,spring,Seinen
38251,tv,12,original,pg_13,2018,fall,None
10838,tv,11,Non-Original,pg_13,2011,summer,Shounen
8654,ova,3,Non-Original,rx,2010,spring,None
38789,special,1,original,pg_13,2018,fall,None
11855,ova,1,Non-Original,rx,2011,fall,None
36242,ona,1,Non-Original,g,2016,winter,Shounen
1662,ova,1,Non-Original,pg_13,1987,spring,Seinen
2414,ova,2,Non-Original,pg_13,1989,fall,None
1285,ova,1,original,r+,1986,spring,None
33814,tv,13,Non-Original,r,2016,fall,None
28227,special,2,Non-Original,r+,2014,spring,None
5763,tv,24,original,pg,1979,fall,None
2958,ova,2,Non-Original,rx,2004,winter,None
45961,ona,13,Non-Original,pg_13,2021,summer,None
647,ova,2,Non-Original,pg_13,2002,winter,Shoujo
10728,ova,2,Non-Original,rx,2011,summer,None
9943,ova,14,Non-Original,g,2011,winter,Shoujo
29936,ona,75,Non-Original,pg_13,2014,fall,None
18639,special,6,original,pg_13,2012,summer,None
16646,special,8,Non-Original,g,2010,spring,Kids
2718,tv,27,Non-Original,pg_13,1972,spring,Shounen
39011,ona,1,Non-Original,g,2014,fall,None
2770,movie,1,Non-Original,pg_13,1984,summer,None
33803,tv,13,original,pg_13,2016,fall,None
33750,ova,2,Non-Original,rx,2016,summer,None
8249,ova,1,original,pg_13,2010,fall,None
49913,special,1,Non-Original,pg_13,2021,summer,None
23781,special,7,Non-Original,pg_13,2014,spring,None
20959,ova,1,Non-Original,rx,2013,fall,None
40958,tv,12,Non-Original,pg_13,2020,fall,None
3546,special,1,Non-Original,pg_13,1985,fall,None
33588,special,1,Non-Original,rx,2015,fall,None
36418,tv,25,original,g,2018,spring,None
32817,special,2,Non-Original,pg_13,2016,spring,Shounen
2063,ova,1,original,r,1989,winter,None
1442,tv,13,Non-Original,r+,1999,summer,None
21707,movie,1,Non-Original,pg,2014,winter,Shoujo
2530,ova,7,Non-Original,rx,1999,fall,None
2760,movie,1,original,pg_13,1982,summer,None
27927,tv,12,original,pg,2015,spring,None
1175,tv,13,original,pg_13,1994,summer,Shounen
31491,ova,3,Non-Original,r+,2015,fall,Seinen
4054,tv,26,original,g,1999,spring,None
25635,special,2,original,pg_13,2014,summer,None
788,ova,2,Non-Original,pg_13,2003,spring,None
7262,ova,2,Non-Original,rx,2009,summer,None
17849,tv,12,Non-Original,pg_13,2013,spring,None
2168,ova,6,Non-Original,pg_13,2007,spring,None
7643,tv,37,original,g,1999,winter,Kids
5308,ova,1,Non-Original,pg_13,1993,fall,None
2609,tv,13,Non-Original,pg_13,1999,summer,None
6286,ova,2,Non-Original,rx,2009,winter,None
10361,ova,1,original,g,2011,winter,None
2220,ova,1,original,pg_13,1989,fall,None
3350,ova,4,Non-Original,rx,2004,spring,None
1427,ova,1,Non-Original,r+,2002,spring,Seinen
6733,special,1,Non-Original,g,1979,fall,None
40597,ona,1,original,pg_13,2020,spring,None
50474,special,1,Non-Original,pg_13,2021,fall,None
547,ova,3,Non-Original,pg_13,2004,spring,None
2474,ova,3,Non-Original,pg_13,1996,fall,None
2915,movie,1,Non-Original,pg,1997,summer,None
19825,tv,49,Non-Original,pg,2013,fall,None
22081,ova,1,original,rx,2014,winter,None
16656,ova,1,Non-Original,r+,2012,summer,None
32455,tv,12,original,pg_13,2021,winter,None
2137,ova,2,Non-Original,rx,2005,fall,None
2103,ova,1,Non-Original,r+,1987,fall,Shounen
40379,ona,2,Non-Original,r,2012,fall,None
36444,movie,1,Non-Original,pg_13,2017,fall,None
3842,movie,1,Non-Original,g,1971,winter,None
2468,ova,1,Non-Original,r,1990,summer,None
39849,ona,20,original,g,2019,fall,None
7666,movie,1,Non-Original,pg_13,1981,summer,Shounen
217,ova,5,Non-Original,rx,1994,fall,None
19283,ova,1,Non-Original,rx,2013,summer,None
17843,ona,12,original,r,2012,fall,None
40143,ona,1,Non-Original,pg,2019,spring,Kids
10906,ova,2,Non-Original,rx,2011,summer,None
3065,ova,3,Non-Original,pg_13,1991,summer,None
5883,tv,24,Non-Original,pg_13,2009,winter,None
18449,ona,1,Non-Original,pg_13,2009,summer,None
3905,movie,1,original,pg,1963,winter,None
2436,ova,2,Non-Original,rx,2004,summer,None
1275,ova,6,Non-Original,rx,1996,winter,None
10391,special,6,Non-Original,pg_13,2010,summer,Josei
816,ova,6,original,r+,1999,summer,None
34893,ona,2,original,g,2017,winter,None
1406,ova,2,Non-Original,rx,2001,fall,None
36655,ona,12,Non-Original,r,2018,spring,None
40747,movie,1,Non-Original,pg_13,2020,fall,None
1216,ova,1,Non-Original,pg_13,1994,spring,None
42562,ona,12,Non-Original,g,2020,winter,None
48097,ona,40,Non-Original,pg_13,2021,winter,None
848,ova,1,Non-Original,r,2006,winter,None
2621,movie,1,Non-Original,pg_13,1981,winter,Shoujo
39643,ona,26,original,pg_13,2019,summer,None
34449,tv,12,original,pg_13,2017,summer,None
5213,ova,1,Non-Original,rx,2008,summer,None
2083,ova,2,Non-Original,pg_13,1994,winter,None
2506,ova,1,original,rx,2006,spring,None
7004,tv,52,Non-Original,g,1992,fall,None
28169,ova,1,Non-Original,rx,2015,winter,None
6413,ova,1,Non-Original,pg_13,1994,summer,None
3023,tv,119,Non-Original,pg_13,1987,spring,None
10958,tv,8,Non-Original,pg_13,2011,fall,Shoujo
2183,ova,2,original,pg_13,1997,winter,Shounen
23367,special,6,Non-Original,pg_13,2013,fall,None
25669,ova,1,Non-Original,rx,2014,fall,None
33798,special,1,Non-Original,pg_13,2016,summer,None
1234,ova,1,original,pg_13,2003,winter,None
36544,ona,12,Non-Original,pg_13,2017,summer,None
37735,ona,1,Non-Original,r+,2018,summer,None
3642,Non-Original,4,Non-Original,r+,2008,winter,Seinen
40667,special,1,original,r,2006,winter,None
42268,ona,40,original,pg_13,2020,spring,None
38549,tv,24,original,pg_13,2018,spring,None
1083,tv,13,Non-Original,pg_13,2003,spring,None
32548,ona,1,Non-Original,pg_13,2013,summer,None
41063,ona,1,original,pg_13,2020,winter,None
31202,movie,1,Non-Original,g,2015,fall,Kids
16508,special,5,Non-Original,r+,2012,fall,Shounen
39760,movie,1,original,g,2017,spring,None
36976,tv,12,Non-Original,r,2018,spring,Shounen
33363,ova,1,Non-Original,pg_13,2016,fall,None
3802,ova,2,Non-Original,rx,2003,fall,None
3736,tv,30,Non-Original,g,2001,spring,None
354,tv,12,original,pg_13,2005,winter,None
1977,ova,1,original,pg_13,2004,winter,None
5023,tv,26,Non-Original,r,1969,spring,None
5281,ova,2,Non-Original,rx,2008,summer,None
6067,tv,24,Non-Original,pg_13,1988,spring,None
34623,special,4,Non-Original,pg_13,2016,summer,Seinen
36556,movie,1,Non-Original,r,2018,fall,Shounen
37388,ona,12,Non-Original,r,2018,fall,None
36029,tv,23,Non-Original,pg_13,2018,winter,Shounen
1622,ova,1,original,r,2001,fall,None
40405,special,1,Non-Original,r,2019,summer,None
28981,tv,12,Non-Original,pg_13,2015,spring,None
48513,ova,1,Non-Original,rx,2021,spring,None
695,ova,2,Non-Original,r+,2001,fall,None
661,ova,4,Non-Original,r+,1997,fall,None
41769,Non-Original,1,original,pg_13,2019,summer,None
41307,movie,1,Non-Original,pg_13,2021,winter,None
34088,tv,12,Non-Original,g,2017,winter,None
12991,special,3,Non-Original,r+,2011,spring,Shounen
49398,ona,42,Non-Original,pg_13,2021,summer,None
40267,movie,3,Non-Original,pg_13,2020,fall,None
3582,ova,1,Non-Original,rx,2004,summer,None
3728,ova,2,Non-Original,rx,2005,winter,None
4854,ova,6,Non-Original,r,1989,spring,Shounen
36861,ona,1,original,g,2017,fall,None
3998,ova,4,Non-Original,rx,2006,fall,None
361,ova,3,Non-Original,pg_13,2001,fall,None
3129,tv,49,Non-Original,pg,1968,spring,None
7775,special,1,original,pg,2007,summer,None
10256,special,1,Non-Original,rx,2010,fall,None
4074,special,1,Non-Original,pg,1981,winter,None
3303,ova,4,Non-Original,rx,2002,spring,None
