anime_id,score,scored_by,members,favorites
34933,High,801754,1293495,9792
34440,High,29790,82336,146
34438,High,33342,89223,169
35110,High,26422,69659,88
9982,High,90941,158788,434
14837,High,135192,194731,224
23775,High,44596,106956,177
433,High,86679,201974,715
34103,High,98285,166023,895
13851,High,67256,123375,203
85,High,32610,64478,1933
1239,High,56141,108127,479
40902,High,224629,451253,1212
11499,High,292032,561188,2469
36538,High,21113,61444,177
477,High,46578,149640,2001
30364,High,28058,76750,80
16762,High,209758,332564,575
44200,High,60866,175881,873
9465,High,34061,56101,27
40938,High,269172,506925,5673
28497,High,310226,581512,2487
36220,High,81631,199731,690
39175,High,97319,170175,1336
14175,High,32805,82771,86
31821,High,72666,132046,190
969,High,57226,112438,404
10083,High,37739,66431,80
74,High,48699,93154,1347
38619,High,41837,104444,612
1690,High,49466,175260,1126
38753,High,134945,291254,1422
36214,High,39800,94395,981
40004,High,149350,260296,676
11553,High,93468,166469,140
36653,High,49017,126165,869
40056,High,120758,270958,799
9252,High,35006,57222,28
41694,High,66260,197842,419
42670,High,31587,97319,737
40936,High,55042,104588,285
10278,High,51220,144714,1584
37348,High,91483,186604,421
82,High,28476,51926,845
49930,High,83265,171281,1222
38759,High,156845,313096,2031
34480,High,75726,149327,101
32900,High,82608,170752,428
123,High,49419,110168,1953
35849,High,897574,1442315,29274
28623,High,394448,734590,3232
11633,High,338822,637786,1956
986,High,60739,93862,118
1486,High,25071,60366,1205
32105,High,196809,464384,2767
132,High,51818,115636,846
49053,High,22938,64728,665
34076,High,23823,59284,269
9724,High,32709,53898,27
2273,High,33966,55489,176
5507,High,53063,125938,601
5177,High,64266,140989,786
39988,High,124477,208690,239
1462,High,38909,105108,555
1195,High,434821,756489,7623
50346,High,25052,222668,1785
8426,High,39551,120836,1025
5420,High,19795,79497,1451
38992,High,123399,291474,1052
20371,High,29927,61391,209
39651,High,46156,80591,57
32977,High,46013,97464,561
9963,High,25188,43358,46
2402,High,20023,77458,1689
38186,High,202971,383995,1537
3652,High,96745,181566,440
29786,High,397130,720329,3588
26123,High,29825,73177,93
19319,High,35742,68801,609
49052,High,24240,100675,1188
34973,High,52528,105917,1116
32648,High,118516,259181,785
11917,High,19293,34064,95
14407,High,56425,107598,491
6922,High,112378,206667,831
1606,High,47953,103323,565
2923,High,100244,205129,2788
8514,High,37137,60188,24
26349,High,173682,323144,780
47159,High,88327,196483,1286
64,High,93571,192950,1865
50325,High,21636,41566,62
452,High,52832,94880,155
40858,High,31544,78862,140
5958,High,234582,446133,3757
6772,High,42492,81738,153
16592,High,500175,858811,7911
30736,High,83597,222375,964
6444,High,43314,114554,735
12049,High,113608,198647,489
30187,High,86192,200522,906
1015,High,39760,68728,93
39491,High,72547,236435,455
2921,High,16619,42632,2158
44807,High,48663,109273,1249
250,High,56297,115259,1132
40392,High,47380,113676,383
33354,High,40737,109873,580
36275,High,17824,40899,66
40434,High,16579,58828,1303
34534,High,18324,40449,52
11813,High,27089,53383,99
11757,High,1969115,2781814,64503
11759,High,368784,672313,3811
8557,High,84612,184633,997
2471,High,32873,54206,521
48643,High,57123,152659,763
10020,High,115574,180401,198
31483,High,35613,71616,161
15197,High,66254,127198,193
32005,High,20397,36346,89
42590,High,52369,131500,714
37007,High,48617,107843,304
251,High,39779,104578,1308
68,High,124275,255819,1735
30016,High,130881,298658,1945
37347,High,401656,701462,1907
6793,High,55350,107672,224
9181,High,179369,307349,929
31706,High,57048,114852,310
4872,High,29443,61491,85
8676,High,150001,348592,2136
21419,High,21921,38463,38
6802,High,52693,151458,1416
34281,High,242170,440300,2347
49520,High,87425,236237,1820
34012,High,95931,213453,772
9366,High,63413,121228,164
21473,High,41406,77104,195
462,High,49835,89409,59
13469,High,105214,172363,142
42984,High,17324,25594,213
34443,High,185766,330171,2008
31973,High,24320,48448,348
1719,High,33272,58384,201
31711,High,46025,88666,149
33263,High,29576,95035,790
38656,High,255178,470309,2128
531,High,33600,60298,215
10110,High,250801,456550,1797
517,High,32260,56665,100
3972,High,74978,127485,1391
34414,High,59507,118945,338
8310,High,29785,66171,323
1172,High,28316,51675,214
11235,High,84389,156020,353
44070,High,16200,31994,348
3713,High,40115,97337,264
4163,High,27181,50651,30
1366,High,28132,47187,31
9735,High,17362,39295,47
2472,High,158803,268977,289
35376,High,118344,232498,520
160,High,38532,127096,1086
16005,High,57396,138891,405
40080,High,19816,42459,122
35413,High,140387,300015,1678
30458,High,131130,229270,382
4981,High,53050,151579,1620
32526,High,84525,168137,2840
32551,High,36891,68602,88
6774,High,23518,85964,1193
48707,High,51708,105607,289
40839,High,524530,818275,7740
13403,High,47084,87112,96
1117,High,115764,175279,195
36754,High,51589,140349,1114
31433,High,30780,75411,451
37442,High,31408,79855,95
449,High,46566,86895,148
875,High,28251,75527,951
17641,High,106789,184958,346
33094,High,70752,145922,279
995,High,24103,43382,64
29067,High,112609,183757,186
31783,High,34631,72410,114
32948,High,38264,109557,429
27601,High,64083,120247,104
36903,High,66121,125901,738
34262,High,58330,128962,769
34855,High,36583,65535,66
24655,High,102832,185161,579
7720,High,21599,41769,178
14833,High,204115,438118,1348
24227,High,86877,155154,127
32485,High,82727,137712,102
12729,High,153742,260708,515
8479,High,55305,106283,820
1029,High,64512,124284,1000
25731,High,78072,183546,1556
37086,High,405947,676188,1856
6325,High,106627,185703,110
50461,High,85518,175385,1332
287,High,59120,113231,693
134,High,73988,177596,1110
11743,High,63847,122342,180
10092,High,31923,52817,25
1505,High,26426,45160,23
516,High,31922,70363,1074
4382,High,284112,490246,2070
10033,High,48189,118068,775
31389,High,58104,100312,210
101,High,147736,283841,2517
30902,High,27008,51091,84
2559,High,15815,44873,577
1253,High,28828,46289,148
41084,High,14206,217764,1405
21899,High,15123,39843,44
32189,High,172165,322074,1664
40497,High,135447,301209,1198
39026,High,158539,340317,1151
5277,High,125882,224945,493
41094,High,102821,220043,1668
8888,High,86218,170403,537
166,High,60086,123098,680
16528,High,66255,134074,356
10719,High,426799,750612,3661
19163,High,358351,576120,2120
9065,High,38925,82096,488
37597,High,68153,135500,1654
32215,High,65570,122145,246
2002,High,45140,104806,622
14527,High,67693,132435,264
4437,High,138722,239533,227
39355,High,38567,94817,217
25687,High,57993,108186,246
7588,High,25819,84923,810
6880,High,639098,1138296,6350
38787,High,72691,168194,456
7627,High,41775,100288,553
1089,High,20561,42753,659
21667,High,33160,60285,45
15487,High,31648,62777,54
48702,High,21090,60096,489
12815,High,21873,87104,878
27631,High,239344,508218,1838
1453,High,16634,63319,1466
1002,High,33696,71803,822
35241,High,46047,138823,627
1470,High,21318,69970,883
41169,High,19204,54330,980
488,High,32400,90624,812
15583,High,532923,928970,9100
5060,High,122564,244525,4238
4447,High,24970,42982,18
19291,High,92839,147963,476
9890,High,16520,28498,56
22673,High,27857,61032,123
37621,High,43710,79133,175
91,High,26308,45486,172
35198,High,26276,71959,137
15437,High,54407,100947,56
10209,High,70401,126666,72
9136,High,60240,117086,349
19671,High,32202,69684,96
379,High,46787,102144,902
28405,High,57059,123891,221
5118,High,49060,95688,337
37426,High,44631,120877,1295
25313,High,16626,37082,64
27947,High,20449,63709,404
23421,High,74629,159395,405
20853,High,164779,354463,806
21743,High,44532,119027,735
8311,High,25876,60140,207
208,High,31744,62088,314
522,High,40689,94027,559
35823,High,45449,78022,33
587,High,47044,95662,480
32547,High,22102,44239,33
40416,High,35509,89800,498
102,High,51707,98038,523
4053,High,18470,33990,45
35828,High,47841,120552,632
31380,High,39222,78349,132
33091,High,38151,88187,412
3014,High,20292,35400,54
46093,High,41998,147203,1202
6895,High,66961,159341,1881
20689,High,123480,284855,1021
31931,High,33992,89248,255
901,High,94553,146420,144
11135,High,35722,73772,475
10378,High,45357,91047,161
34504,High,21886,53505,75
31733,High,24994,53306,328
4186,High,100480,200105,1026
39586,High,77543,236567,530
24543,High,32347,66716,198
32949,High,300288,612450,5958
28285,High,69683,128767,123
38337,High,18446,53928,420
1914,High,17091,38393,193
2752,High,19545,35013,39
30911,High,136133,305892,779
2129,High,97471,206192,886
997,High,26841,50048,107
14189,High,41722,74263,99
50709,High,16031,102862,745
16009,High,90069,209120,856
49310,High,12675,63363,583
32668,High,59133,109873,357
10389,High,32162,75182,153
96,High,34494,63053,913
19369,High,167930,329522,863
1412,High,28831,92869,863
3016,High,15933,31161,51
30191,High,26735,62481,52
48804,High,27799,70199,376
11701,High,108196,178793,159
1813,High,28688,48469,28
41710,High,150607,296431,2264
3603,High,25869,62249,588
29575,High,25762,51252,770
35821,High,47611,108071,365
13357,High,114237,192774,371
5162,High,33941,63856,54
13767,High,24841,51615,75
27957,High,54402,100408,145
5835,High,25138,64844,560
98,High,50177,109545,1143
1691,High,226178,426724,1925
18893,High,66534,142828,909
32071,High,54269,89276,296
880,High,33840,62776,157
9201,High,31586,62937,137
1379,High,23340,52680,45
5909,High,80017,184704,698
10396,High,158773,306397,1109
8038,High,21430,41518,34
50,High,74542,149761,1071
12679,High,42933,158051,688
12467,High,130898,274546,2673
906,High,73774,118021,73
5262,High,52653,97735,573
18619,High,24568,43085,58
3841,High,25829,60553,420
33654,High,73150,149142,1273
35857,High,14602,39042,349
32696,High,50173,118491,546
8476,High,47273,115374,381
32951,High,368188,636607,3032
35338,High,61885,112008,123
18055,High,27986,59710,193
19511,High,34563,63169,160
20517,High,24336,51835,148
35330,High,98792,199871,1210
35678,High,22759,55152,143
34662,High,227198,432236,2409
28771,High,40667,68548,272
43691,High,21616,68721,441
32108,High,43023,75888,90
6707,High,299575,523447,3105
32122,High,14890,31080,33
1313,High,136470,209638,706
15225,High,225673,423143,1634
567,High,35280,86738,839
31414,High,91523,213242,664
34136,High,44566,121852,196
35262,High,85878,171701,601
2158,High,17903,58289,841
49893,High,19107,55899,283
11179,High,96774,182658,618
1579,High,47608,93730,856
32827,High,159163,311924,1322
7661,High,33252,65450,354
35756,High,55603,132816,639
13203,High,21783,57226,440
38088,High,14145,36037,247
7858,High,57445,103445,151
35889,High,57323,142439,579
36043,High,60029,96540,75
9000,High,28020,68329,245
302,High,14913,44013,511
2449,High,15039,38016,54
16353,High,73438,187610,522
1536,High,77779,164131,818
15775,High,38559,87312,259
9510,High,24789,43187,83
2563,High,15822,35128,71
13599,High,72796,170244,564
41497,High,18030,56159,359
37924,High,22282,43165,86
19221,High,204317,381661,1465
25,High,51721,127154,788
551,High,39065,69593,225
38959,High,56026,136239,371
34086,High,72244,149679,204
23269,High,35545,74572,253
34036,High,13060,27386,57
35639,High,113088,272890,1260
5074,High,22825,49010,245
24913,High,25627,46268,42
5355,High,62635,152707,950
43756,High,32065,89591,845
42941,High,15438,37961,569
1222,High,96195,219645,1894
36633,High,176963,337567,1578
10643,High,14818,34829,49
21105,High,134224,239146,1568
87,High,25010,42544,364
36215,High,17610,33093,24
32863,High,23782,65139,177
33338,High,35010,64183,47
12117,High,22933,39191,23
5667,High,95265,164761,269
13271,High,102000,174658,246
584,High,28957,86076,714
38699,High,53572,119173,154
24627,High,45597,88562,57
43692,High,186537,325741,2143
42423,High,26107,58317,264
37993,High,73626,179046,886
12487,High,35435,78461,332
27,High,77418,172970,1263
28825,High,352359,630512,4286
2594,High,25292,63169,112
42192,High,68664,197664,1744
14811,High,72858,164900,728
9135,High,91921,173131,141
35075,High,17211,43092,94
35015,High,37210,84662,355
42091,High,22493,73600,220
48779,High,27198,68316,346
49738,High,19859,63859,459
20787,High,459005,851031,3617
13709,High,31787,60596,132
1050,High,36578,85898,993
14511,High,24085,54125,79
10798,High,56118,142816,605
2985,High,26751,64106,565
2596,High,42506,138613,755
666,High,47700,107485,1478
34439,High,24167,65754,103
39576,High,100539,220131,334
25519,High,52876,141949,1256
37403,High,76700,175881,748
8074,High,869640,1367728,9431
1915,High,24891,50613,554
32365,High,56913,100376,138
550,High,128229,219460,1042
30300,High,81462,147503,275
48375,High,20581,65850,325
15379,High,165625,314204,1013
42340,High,75008,166554,760
1526,High,68188,107196,116
34279,High,119207,274833,1160
41619,High,136879,275245,1354
33089,High,30488,75937,1043
18497,High,35720,117401,420
3001,High,27695,69090,252
19951,High,84439,156275,245
6634,High,31743,66364,161
10216,High,31670,72208,349
31163,High,133175,281685,802
11371,High,29063,57916,202
37407,High,26070,70382,272
31327,High,57064,113636,77
35459,High,93235,179398,195
5671,High,36025,88108,790
39705,High,47951,110498,130
20709,High,53490,144441,515
10163,High,139785,286461,1211
23311,High,49212,136715,427
4970,High,56159,95632,174
28479,High,20029,34717,47
474,High,20524,43332,376
39569,High,32903,93999,317
18229,High,67697,176654,1204
16239,High,24560,46134,29
106,High,23389,56552,740
35320,High,17973,38755,72
10779,High,27961,57483,837
15613,High,41409,107947,664
32843,High,11989,34657,773
41456,High,144566,305430,1847
19021,High,48023,97375,105
33581,High,83169,158872,240
19285,High,63341,127453,320
33899,High,19370,57772,1150
1824,High,17580,45888,136
34494,High,44030,137699,481
441,High,23579,46350,533
37959,High,18213,35421,48
20815,High,17236,38131,57
2175,High,20465,46152,29
8857,High,42142,78490,58
40685,High,37992,93906,785
34428,High,22000,66545,116
31374,High,129267,232118,732
48556,High,165906,411733,4279
34161,High,24136,73833,120
25157,High,425022,761217,3660
76,High,40082,97389,1006
6768,High,17043,45543,78
9834,High,38572,89558,325
8460,High,119371,218788,2317
209,High,27796,65621,397
39469,High,33826,89605,297
31289,High,18823,35353,27
36702,High,16951,58371,78
15699,High,87632,170025,299
165,High,41289,111430,912
31297,High,109174,193412,349
15687,High,73448,133296,175
31952,High,117528,272840,715
3342,High,69070,171022,1041
35789,High,24520,52726,93
1096,High,14095,31334,628
3958,High,66083,157786,370
9047,High,33233,63920,29
33929,High,81042,161838,138
41353,High,443601,774318,3806
539,High,22637,48241,531
46,High,26113,48744,86
14735,High,19641,34895,15
10711,High,95922,186303,552
22125,High,22813,44777,25
22429,High,36729,61866,707
44248,High,14612,42952,246
330,High,84352,155172,607
4752,High,213403,346382,2528
7662,High,53790,125903,527
7769,High,124774,262451,756
31245,High,87517,200142,571
4985,High,14544,29543,188
11266,High,63607,126435,118
482,High,124550,196920,1419
1092,High,16921,28824,128
37441,High,31444,78564,64
19669,High,25526,48989,37
1565,High,81145,130001,451
1723,High,86509,164171,388
31326,High,44197,82435,150
15195,High,32756,67985,562
2847,High,65883,103839,114
40507,High,97439,277023,4019
3515,High,23939,38126,101
569,High,14720,44353,494
42282,High,74960,187997,929
3848,High,30870,58503,17
20509,High,79420,149360,250
27899,High,1097986,1604735,10067
48171,High,14422,48003,397
10298,High,45203,90311,128
16273,High,31450,57049,67
40879,High,26222,65224,1029
3420,High,30422,86313,348
37936,High,14043,42513,286
40870,High,34622,109335,732
37986,High,44583,95696,158
5356,High,82557,212258,852
14753,High,38751,103441,597
7222,High,12884,25813,110
3604,High,14864,29851,170
3974,High,33404,89447,370
