,anime_id,producers
8154,2328,[]
8155,38444,[]
8156,49215,['Kanon Sound']
8157,11815,['White Bear']
8158,11471,[]
8159,3911,['Blue Eyes']
8160,33026,"['Yomiuri Telecasting', 'Level-5']"
8161,13927,[]
8162,39823,[]
8163,10528,"['Shogakukan-Shueisha Productions', 'Asahi Broadcasting']"
8164,510,['Soft Garage']
8165,10346,[]
8166,41317,"['Pony Canyon', 'APDREAM']"
8167,964,['m.o.e.']
8168,38179,[]
8169,48680,"['Kodansha', 'Movic', 'BS11', 'JR East Marketing & Communications', 'Bandai Namco Arts']"
8170,1286,['Nippon Columbia']
8171,29756,['Shirogumi']
8172,37619,"['Tencent Penguin Pictures', 'China Literature Limited']"
8173,3022,[]
8174,33839,[]
8175,10101,['Lune Pictures']
8176,39527,['Nippon Television Network']
8177,8783,[]
8178,2256,['Ashi Production']
8179,2946,['Blue Eyes']
8180,32816,"['DAX Production', 'Earth Star Entertainment']"
8181,15961,['Pony Canyon']
8182,2304,[]
8183,31827,['I was a Ballerina']
8184,11679,['Pony Canyon']
8185,5997,"['Mushi Production', 'Mainichi Broadcasting System']"
8186,600,[]
8187,2023,['Shueisha']
8188,2435,['Digital Works']
8189,38199,['Bushiroad']
8190,39416,[]
8191,38621,['ZIZ Entertainment (ZIZ)']
8192,1452,"['TBS', 'CBS']"
8193,33170,"['Aniplex', 'Sony Music Entertainment']"
8194,37328,['Sotsu']
8195,30921,[]
8196,31633,"['Dentsu', 'Tokyo MX', 'SEDIC International', 'Sankyo Planning', 'Tokyu Recreation', 'Amuse', 'TriF Studio']"
8197,2863,['Milky Animation Label']
8198,37340,['Mary Jane']
8199,23943,[]
8200,36858,['Tohokushinsha Film Corporation']
8201,2349,['Pink Pineapple']
8202,1657,"['BMG Japan', 'Sanctuary']"
8203,36913,[]
8204,2983,"['Movic', 'Tokuma Shoten', 'Tokuma Japan']"
8205,36423,['Alpha Group Co. Ltd.']
8206,2741,['AIC']
8207,37968,['TV Tokyo']
8208,2690,['Bandai Visual']
8209,9718,['Digital Works']
8210,50501,['Youku']
8211,32932,[]
8212,20441,[]
8213,4451,[]
8214,20961,[]
8215,2525,"['Nippon Columbia', 'Dynamic Planning']"
8216,3336,[]
8217,46650,[]
8218,2771,[]
8219,7611,['Pink Pineapple']
8220,43711,['Half H.P Studio']
8221,31139,['DAX Production']
8222,2851,[]
8223,48694,[]
8224,2892,[]
8225,11867,['Victor Entertainment']
8226,22099,"['Tokyo Movie Shinsha', 'Sega', 'TMS Music']"
8227,858,[]
8228,1623,[]
8229,8215,['Nihon Ad Systems']
8230,5890,"['D3', 'White Bear', 'Mediabank']"
8231,9170,"['Studio Fantasia', 'Age']"
8232,48652,['Pink Pineapple']
8233,38739,['Sunrise']
8234,43751,[]
8235,30751,[]
8236,2260,[]
8237,39734,[]
8238,29941,[]
8239,36756,[]
8240,32888,['Shirogumi']
8241,48889,"['Lune Pictures', 'Antechinus']"
8242,31402,[]
8243,39936,[]
8244,2532,['Digital Works']
8245,7112,['KAGAYA Studio']
8246,8297,"['Media Factory', 'CoMix Wave Films']"
8247,4490,[]
8248,6331,"['AIC', 'Movic', 'CBS']"
8249,4723,[]
8250,1455,[]
8251,12237,[]
8252,33396,['Beijing Rocen Digital']
8253,3099,['TV Tokyo Music']
8254,4536,['Sotsu']
8255,2730,['Agent 21']
8256,49780,[]
8257,2524,['Movic']
8258,10688,"['NHK', 'Polygon Pictures', 'Yamamura Animation, Inc.']"
8259,3452,"['Milky Animation Label', 'MS Pictures']"
8260,36564,['Toho']
8261,4908,"['Omnibus Japan', 'Sony Music Entertainment']"
8262,4444,['Shogakukan-Shueisha Productions']
8263,4554,[]
8264,1767,[]
8265,40755,['Magic Capsule']
8266,2086,[]
8267,42142,"['TV Tokyo', 'Shogakukan-Shueisha Productions']"
8268,30600,"['DAX Production', 'Dream Creation']"
8269,35652,[]
8270,40179,[]
8271,40994,[]
8272,40801,['Pink Pineapple']
8273,40034,[]
8274,33690,['Pony Canyon Enterprise']
8275,4211,['TV Tokyo']
8276,216,"['Bones', 'Geneon Universal Entertainment']"
8277,2015,['Audio Tanaka']
8278,9100,[]
8279,41375,[]
8280,37923,[]
8281,2019,[]
8282,31966,[]
8283,17395,[]
8284,3039,['Digital Works']
8285,4000,['Milky Animation Label']
8286,752,['Echo']
8287,34117,[]
8288,9857,[]
8289,6932,['Usagi Ou']
8290,9990,['Mistral Japan']
8291,36942,[]
8292,40932,[]
8293,23897,[]
8294,10342,['Fuji TV']
8295,22055,[]
8296,42166,[]
8297,21663,[]
8298,19585,"['Yomiuri Telecasting', 'Studio Jack', 'Meruhensha']"
8299,38957,[]
8300,33498,[]
8301,2305,[]
8302,2292,['Artmic']
8303,45587,"['Contents Seed', 'Mixer']"
8304,1076,[]
8305,3435,[]
8306,13427,[]
8307,39249,"['Tatsunoko Production', 'XFLAG', 'Sonilude']"
8308,7561,['Kadokawa Pictures Japan']
8309,12905,[]
8310,39721,[]
8311,11469,['MS Pictures']
8312,1115,['Shueisha']
8313,32222,[]
8314,34758,['Chippai']
8315,6992,[]
8316,37980,[]
8317,33021,['Aniplex']
8318,49848,['Aniplex']
8319,41567,['Kadokawa']
8320,40035,[]
8321,38065,[]
8322,1338,"['Sony Music Entertainment', 'Sanctuary']"
8323,49098,[]
8324,28911,"['Aniplex', 'Lantis']"
8325,3301,['Lemon Heart']
8326,1386,['Discovery']
8327,20469,"['Himeyuri Alumnae Incorporated Foundation', 'ASIA Documentary Productions']"
8328,10736,[]
8329,42223,['Mediabank']
8330,5006,[]
8331,49223,['Suiseisha']
8332,5933,['TBS']
8333,3812,"['TV Asahi', 'Sanrio']"
8334,31044,"['TV Tokyo', 'Lantis']"
8335,4540,[]
8336,2249,"['Toei Video', 'Tohokushinsha Film Corporation']"
8337,3557,['Digital Works']
8338,37736,[]
8339,1647,"['Victor Entertainment', 'Big West']"
8340,730,['Daiei']
8341,34239,['TV Tokyo']
8342,14479,[]
8343,33806,[]
8344,6422,"['Milky Animation Label', 'Innocent Grey']"
8345,4356,['Himajin Planning']
8346,36797,"['Tokyo MX', 'Fan Company', 'Global Solutions']"
8347,5129,['Imagi']
8348,5210,['Himajin Planning']
8349,18205,['CoMix Wave Films']
8350,7571,[]
8351,7479,[]
8352,40693,['Bandai Namco Entertainment']
8353,36588,[]
8354,3147,[]
8355,1759,"['Nippon Columbia', 'Dynamic Planning']"
8356,23761,['Queen Bee']
8357,5235,"['Sotsu', 'Sakura Create']"
8358,33702,['Tencent Animation & Comics']
8359,36875,[]
8360,7691,[]
8361,37112,[]
8362,38412,[]
8363,31923,[]
8364,7667,[]
8365,2049,"['Bandai Visual', 'Movic', 'Imagine']"
8366,46171,[]
8367,7453,[]
8368,2466,['Toshiba EMI']
8369,31578,[]
8370,2592,['Studio Tulip']
8371,1580,['Bandai Visual']
8372,39223,[]
8373,36762,['Tencent Animation & Comics']
8374,29801,[]
8375,4458,"['NHK', 'Yamamura Animation, Inc.']"
8376,7610,[]
8377,1973,[]
8378,2329,['Pink Pineapple']
8379,34895,[]
8380,2781,"['Genco', 'Pioneer LDC']"
8381,2755,[]
8382,25439,['Dream Creation']
8383,28077,"['Sega', 'Half H.P Studio']"
8384,42260,"['TV Tokyo', 'TV Tokyo Music']"
8385,9599,"['MS Pictures', 'AniMan']"
8386,1586,[]
8387,6641,[]
8388,17689,['Group TAC']
8389,1271,['Toei Video']
8390,18231,"['Genco', 'Hoods Entertainment']"
8391,4480,[]
8392,34502,[]
8393,3108,"['Milky Animation Label', 'MS Pictures']"
8394,33808,[]
8395,3254,"['Pink Pineapple', 'Discovery']"
8396,5375,"['TV Tokyo', 'Shogakukan-Shueisha Productions']"
8397,1713,"['TV Tokyo', 'Pony Canyon', 'AT-X', 'Tsuburaya Productions']"
8398,35224,[]
8399,3976,['Digital Works']
8400,15015,[]
8401,40251,[]
8402,1252,['NHK']
8403,1938,['Kadokawa Shoten']
8404,2045,[]
8405,34402,"['Just Production', 'Kanetsu Investment']"
8406,33454,[]
8407,40137,"['Avex Entertainment', 'Mainichi Broadcasting System', 'Asmik Ace', 'Tokyo MX', 'Kadokawa', ""YUKE'S""]"
8408,1625,['Mellow Head']
8409,48615,['Half H.P Studio']
8410,4782,[]
8411,10250,[]
8412,37769,['Tencent Animation & Comics']
8413,5652,['Sotsu']
8414,22955,"['Pony Canyon', 'Bandai Namco Games', 'Daiichikosho', 'HeART-BIT', 'Hokkaido Azmacy', 'Hokkaido Cultural Broadcasting', 'Teichiku Entertainment', 'Amuse']"
8415,1183,['KSS']
8416,30817,['EDGE']
8417,6994,[]
8418,4730,['Schoolzone']
8419,5292,['Dynamic Planning']
8420,4562,['Soft on Demand']
8421,32382,"['DIVE II Entertainment', 'Avex Pictures']"
8422,35465,['XFLAG Pictures']
8423,37922,[]
8424,3034,"['Milky Animation Label', 'MS Pictures']"
8425,1405,"['Green Bunny', 'BEAM Entertainment']"
8426,42794,"['Shanghai Foch Film and TV Culture Investment', 'Tencent Penguin Pictures']"
8427,28531,"['VAP', 'AIC']"
8428,38851,['Dwango']
8429,1512,['Pink Pineapple']
8430,2957,['Digital Works']
8431,39526,"['Queen Bee', 'Mediabank']"
8432,13681,['Akita Shoten']
8433,16476,[]
8434,5002,[]
8435,48678,[]
8436,6327,[]
8437,9646,['Victor Entertainment']
8438,2085,[]
8439,37784,"['MAZRI', 'Audio Graphics Institute']"
8440,1791,['Digital Works']
8441,34411,[]
8442,35265,[]
8443,2754,"['Toei Video', 'Agent 21']"
8444,51664,"['Queen Bee', 'Mediabank']"
8445,31634,[]
8446,39918,[]
8447,35448,['Shogakukan']
8448,4524,[]
8449,2195,['Digital Works']
8450,4164,[]
8451,1596,"['Bandai Visual', 'Lantis']"
8452,9708,[]
8453,983,['Lantis']
8454,1989,[]
8455,4187,[]
8456,23475,"['Milky Animation Label', 'MS Pictures']"
8457,2588,[]
8458,25113,"['Starchild Records', 'Tokuma Shoten']"
8459,50378,['Tencent Penguin Pictures']
8460,48604,[]
8461,3433,[]
8462,42004,[]
8463,7696,['Shinano Kikaku']
8464,39363,[]
8465,1267,[]
8466,9326,['MS Pictures']
8467,3411,['Five Ways']
8468,2536,[]
8469,3370,['Green Bunny']
8470,37737,[]
8471,50919,[]
8472,15095,[]
8473,38784,[]
8474,32950,[]
8475,38556,[]
8476,3109,['Digital Works']
8477,15093,[]
8478,6119,"['NHK', 'Nihon Ad Systems']"
8479,37659,['ZIZ Entertainment (ZIZ)']
8480,22295,[]
8481,39183,"['Shin-Ei Animation', 'TV Aichi', 'Futabasha', 'Audio Planning U', 'Imagine']"
8482,6721,[]
8483,5877,"['Pony Canyon', 'Fuji TV']"
8484,38449,"['Polygon Pictures', 'Polygon Magic']"
8485,1990,[]
8486,5673,[]
8487,31454,[]
8488,31111,[]
8489,2679,"['Kitty Films', 'Kitty Film Mitaka Studio']"
8490,5109,['Hot Bear']
8491,2327,['Pink Pineapple']
8492,30770,['MS Pictures']
8493,7174,[]
8494,6900,[]
8495,38788,[]
8496,40517,"['A-1 Pictures', 'Omnibus Japan', 'Tohokushinsha Film Corporation', 'Sunrise Music']"
8497,39572,['iQIYI']
8498,38854,[]
8499,3329,"['Milky Animation Label', 'MS Pictures']"
8500,7697,['Shinano Kikaku']
8501,22735,[]
8502,7626,['Tohokushinsha Film Corporation']
8503,3078,['Pink Pineapple']
8504,2434,['Animac']
8505,36166,['Disney Platform Distribution']
8506,4101,[]
8507,1834,['Pink Pineapple']
8508,3676,[]
8509,3906,[]
8510,1440,['Youmex']
8511,33339,"['Tencent Animation & Comics', 'Colored Pencil Animation']"
8512,39736,['Tencent Penguin Pictures']
8513,3877,[]
8514,34818,[]
8515,33957,[]
8516,4933,['Yomiuri Telecasting']
8517,33877,[]
8518,40554,"['Production I.G', 'OLM', 'Shochiku', 'Bandai', 'Banpresto', 'Bandai Namco Entertainment', 'Voyager Entertainment', 'Bandai Namco Arts', 'ADK Marketing Solutions']"
8519,20999,[]
8520,19945,['Aniplex']
8521,2540,['Digital Works']
8522,2375,['Pink Pineapple']
8523,31581,[]
8524,2483,"['AIC', 'APPP']"
8525,6796,"['Shogakukan-Shueisha Productions', 'Bandai']"
8526,3795,['Pink Pineapple']
8527,31669,[]
8528,23837,[]
8529,36834,[]
8530,33149,['Shogakukan']
8531,30739,[]
8532,35650,[]
8533,12351,"['Bandai Visual', 'Genco']"
8534,33192,['Tezuka Productions']
8535,28717,['Bandai']
8536,11445,"['Media Factory', 'Nippon Columbia', 'KlockWorx', 'Toshiba Entertainment']"
8537,29517,[]
8538,9375,['ChiChinoya']
8539,34948,[]
8540,33515,"['MS Pictures', 'AniMan']"
8541,9091,['Pixy']
8542,31846,[]
8543,34013,[]
8544,112,['m.o.e.']
8545,2885,['Konami']
8546,7157,['Studio Core']
8547,4504,"['TV Tokyo', 'Sotsu']"
8548,42302,[]
8549,2262,[]
8550,32195,['Pashmina']
8551,37571,[]
8552,2051,"['Mushi Production', 'Nippon Television Network']"
8553,42488,['CEKAI']
8554,28915,['Aniplex']
8555,9939,['Lune Pictures']
8556,31829,[]
8557,41399,['Grooove']
8558,3056,['Green Bunny']
8559,37789,[]
8560,2139,['Pink Pineapple']
8561,4537,['Kitty Films']
8562,1775,"['Genco', 'Kadokawa Shoten', 'Pioneer LDC']"
8563,4948,[]
8564,41205,['Bandai Namco Arts']
8565,17887,[]
8566,16648,['Starchild Records']
8567,8189,[]
8568,32906,[]
8569,574,"['Bandai Visual', 'Atelier Musa', 'Bandai Channel']"
8570,34538,"['Bandai Visual', 'Lantis']"
8571,8216,['TV Tokyo']
8572,3729,['Himajin Planning']
8573,3382,['Digital Works']
8574,19523,"['Lune Pictures', 'Angelfish']"
8575,3300,['Lemon Heart']
8576,3543,['Digital Works']
8577,50251,['ZIZ Entertainment (ZIZ)']
8578,4364,"['Milky Animation Label', 'MS Pictures']"
8579,1664,[]
8580,6120,"['Milky Animation Label', 'MS Pictures']"
8581,8500,[]
8582,2568,['Visual 80']
8583,2727,['Aniplex']
8584,50136,['Sotsu']
8585,38864,[]
8586,15891,['TV Tokyo']
8587,1333,['Fuji TV']
8588,2767,[]
8589,1995,[]
8590,37148,[]
8591,41282,[]
8592,2209,"['Milky Animation Label', 'MS Pictures']"
8593,29935,[]
8594,3390,['Bandai Visual']
8595,7158,[]
8596,14231,[]
8597,3040,['Shinyusha']
8598,39581,[]
8599,2440,['Digital Works']
8600,40836,[]
8601,31424,"['Milky Animation Label', 'MS Pictures']"
8602,21775,[]
8603,7816,[]
8604,3600,[]
8605,41124,[]
8606,34678,['Square Enix']
8607,38347,['bilibili']
8608,31072,['Sanrio']
8609,8285,['Tsuchida Productions']
8610,1811,"['Starchild Records', 'Movic', 'Toho']"
8611,10554,['Studio Jack']
8612,44236,['Aniplex']
8613,17933,['Opera House']
8614,1763,['Green Bunny']
8615,6397,[]
8616,37747,[]
8617,31674,['TUBA']
8618,13835,['Shueisha']
8619,5238,"['Hexagon Pictures', 'SME Records', 'Muse International', 'Watermark', 'OCC', 'Celsys', 'Graduate School of Film Producing']"
8620,1099,[]
8621,50515,[]
8622,38078,['Toei Video']
8623,42285,[]
8624,38678,[]
8625,4355,"['Jam', 'MS Pictures']"
8626,38783,['animate']
8627,1788,"['Milky Animation Label', 'MS Pictures']"
8628,2187,['Digital Works']
8629,48508,[]
8630,1725,"['Milky Cartoon', 'G-mode']"
8631,4044,[]
8632,3280,[]
8633,22377,['Bandai Namco Games']
8634,1766,"['Konami', 'Kadokawa Shoten']"
8635,38067,[]
8636,1552,['Group TAC']
8637,49290,[]
8638,11687,[]
8639,2376,['Pink Pineapple']
8640,40638,[]
8641,6993,[]
8642,2788,[]
8643,5022,['Yomiko Advertising']
8644,6674,[]
8645,42855,['Bit grooove promotion']
8646,33146,[]
8647,6800,['Takara']
8648,50905,[]
8649,32065,[]
8650,14247,[]
8651,30358,[]
8652,4729,['Green Bunny']
8653,43020,['P.I.C.S.']
8654,13971,[]
8655,5936,"['Group TAC', 'Toho']"
8656,2351,['Discovery']
8657,6518,[]
8658,3947,['Mainichi Broadcasting System']
8659,1986,[]
8660,20557,['Pony Canyon']
8661,9824,"['Toei Video', 'Tohokushinsha Film Corporation']"
8662,31777,[]
8663,1200,['TBS']
8664,5895,[]
8665,45567,[]
8666,51013,[]
8667,3945,['Pink Pineapple']
8668,30251,['Imagine']
8669,30954,['Square Enix']
8670,1411,[]
8671,39339,[]
8672,36577,['Kadokawa']
8673,19781,['Vasoon Animation']
8674,5447,['Shueisha']
8675,9106,['KBS']
8676,25271,[]
8677,40989,[]
8678,33874,[]
8679,46381,['Shogakukan-Shueisha Productions']
8680,41405,[]
8681,3439,['Dream Force']
8682,3152,['NEC Avenue']
8683,6861,[]
8684,42321,"['TV Asahi', 'Nippon Columbia', 'KlockWorx', 'BS Fuji', 'Wolfsbane', 'SUPA LOVE', 'Starry Cube', 'TV Asahi Music', 'tamakoshi', 'CTW', 'FUTURE LEAP', 'AIC Rights']"
8685,37663,"['Bandai Namco Entertainment', 'DMM.futureworks', 'Aoni Production']"
8686,34961,[]
8687,2591,"['Starchild Records', 'Nihon Ad Systems', 'Fuji TV']"
8688,6087,"['Madhouse', 'Fuji TV', 'Tezuka Productions']"
8689,51296,"['Aniplex', 'Movic', 'Nitroplus', 'Nagoya Broadcasting Network', 'BS11', 'ABC Animation']"
8690,12689,['Bandai Visual']
8691,20539,"['Yomiko Advertising', 'BeeWorks']"
8692,1885,['TV Tokyo']
8693,1644,"['Front Line', 'AC Create', 'Cosmic Ray', 'BEAM Entertainment', 'NichiNare']"
8694,1831,['KSS']
8695,5833,[]
8696,40714,[]
8697,36894,[]
8698,7867,['Kodansha']
8699,1939,['Bandai']
8700,25169,[]
8701,1982,[]
8702,4103,[]
8703,36228,[]
8704,2522,['Triangle Staff']
8705,8547,[]
8706,2462,[]
8707,4541,[]
8708,2364,[]
8709,1227,['Dynamic Planning']
8710,38473,[]
8711,4492,"['Jam', 'MS Pictures']"
8712,9390,[]
8713,28093,"['NHK', 'Cyclone Graphics']"
8714,33434,['Bandai']
8715,42491,[]
8716,5569,['Obtain Future']
8717,3723,['Tohokushinsha Film Corporation']
8718,4928,['Ashi Production']
8719,43565,['Nintendo']
8720,41824,"['Mediabank', 'Gold Bear']"
8721,33572,['Glovision']
8722,16610,[]
8723,10526,['Shogakukan Music & Digital Entertainment']
8724,4150,['Victor Entertainment']
8725,38667,[]
8726,36730,[]
8727,4398,[]
8728,1383,['Pink Pineapple']
8729,34052,"['Dentsu', 'Shogakukan-Shueisha Productions', 'Asatsu DK', 'Mainichi Broadcasting System', 'Nippon Columbia', 'Shogakukan', 'Sumitomo']"
8730,11221,['Kitty Films']
8731,19397,['TV Tokyo']
8732,3595,"['Pony Canyon', 'Pioneer LDC', 'Shueisha', 'Soeishinsha']"
8733,37551,[]
8734,2700,"['Xebec', 'Shaft', 'Genco']"
8735,33820,[]
8736,48568,['Mediabank']
8737,5476,[]
8738,36239,[]
8739,39264,[]
8740,1949,[]
8741,31108,[]
8742,2317,['Group TAC']
8743,7060,['Robot Communications']
8744,47811,[]
8745,1038,['Pink Pineapple']
8746,8181,[]
8747,220,['Discovery']
8748,48374,[]
8749,33103,[]
8750,11537,[]
8751,29910,['Beijing Enlight Pictures']
8752,9940,"['Lantis', 'Magic Capsule']"
8753,3932,"['TV Asahi', 'Oh! Production']"
8754,48605,[]
8755,40462,"['Frontier Works', 'Movic', 'Happy Elements', 'Bandai Namco Arts']"
8756,50435,"['Mediabank', 'Gold Bear']"
8757,42194,['Grooove']
8758,503,"['Studio Matrix', 'Japan Home Video']"
8759,37842,[]
8760,4991,['Harmony Gold']
8761,1866,['AIC']
8762,2719,"['TV Tokyo', 'Dentsu', 'Nexon']"
8763,6095,[]
8764,49165,[]
8765,50021,"['bilibili', 'Youku']"
8766,3681,"['Milky Animation Label', 'MS Pictures']"
8767,2028,['Toshiba EMI']
8768,36753,[]
8769,46821,['Tencent Penguin Pictures']
8770,34489,[]
8771,41634,['Sega']
8772,41691,[]
8773,36644,['Youku']
8774,28913,"['Aniplex', 'Lantis']"
8775,6076,"['Movic', 'Shueisha']"
8776,33879,[]
8777,8132,"['Sotsu', 'Atelier Musa', 'Miracle Bus']"
8778,24527,['Bandai Visual']
8779,1927,['Network']
8780,5208,['Lemon Heart']
8781,2796,"['Sunrise', 'San-X']"
8782,12439,[]
8783,1643,"['Bandai Visual', 'Movic']"
8784,32397,[]
8785,4014,[]
8786,6557,['Kadokawa Shoten']
8787,2075,['TBS']
8788,2622,['Tokuma Japan']
8789,9211,['ChiChinoya']
8790,37291,['Tencent Penguin Pictures']
8791,20811,[]
8792,3379,['Pink Pineapple']
8793,1770,['Discovery']
8794,4737,['Kaeruotoko Shokai']
8795,43350,[]
8796,305,['Dynamic Planning']
8797,4827,[]
8798,4350,['CherryLips']
8799,1340,"['Movic', 'Sony Music Entertainment']"
8800,24071,"['Pony Canyon', 'Tohokushinsha Film Corporation', 'Strawberry Meets Pictures', 'Tokyo MX', 'Bouncy']"
8801,35326,[]
8802,1155,[]
8803,14563,"['Pastel', 'AIR AGENCY']"
8804,2065,['Artmic']
8805,37418,[]
8806,3882,['AIC']
8807,4042,['Nippon Columbia']
8808,4378,['Pink Pineapple']
8809,38600,[]
8810,3936,[]
8811,48606,[]
8812,8764,[]
8813,36425,['Alpha Group Co. Ltd.']
8814,2444,['Lemon Heart']
8815,2073,[]
8816,3046,['Digital Works']
8817,37777,[]
8818,32898,[]
8819,42057,['Half H.P Studio']
8820,36932,[]
8821,42791,"['Half H.P Studio', 'Imagine']"
8822,31738,[]
8823,39780,[]
8824,21255,['Tokyo Movie Shinsha']
8825,9531,['Tezuka Productions']
8826,25077,[]
8827,44040,['ABC Animation']
8828,5133,['Nippon Television Network']
8829,40431,[]
8830,4488,['Five Ways']
8831,37311,[]
8832,4009,['Digital Works']
8833,1626,[]
8834,7698,['Shinano Kikaku']
8835,2872,['Discovery']
8836,2066,['Movic']
8837,40606,[]
8838,39482,[]
8839,32294,[]
8840,37104,[]
8841,2566,[]
8842,37174,"['TMS Music', '8PAN']"
8843,5662,['The National Film Center Japan']
8844,33394,"['Pony Canyon', 'Pony Canyon Enterprise', 'Smiral Animation']"
8845,36714,[]
8846,32894,[]
8847,1620,"['KSS', 'Tokyo Movie Shinsha']"
8848,13479,['Milky Cartoon']
8849,3192,['Kitty Films']
8850,39295,[]
8851,8194,[]
8852,42831,"['Square Enix', 'Kanon Sound']"
8853,24817,['Shogakukan']
8854,33925,['Beijing Rocen Digital']
8855,38260,[]
8856,676,['Pink Pineapple']
8857,36955,['Bandai Namco Entertainment']
8858,2575,[]
8859,5600,[]
8860,3873,['Kokusai Eigasha']
8861,8548,['Studio Core']
8862,1872,[]
8863,2374,['Pink Pineapple']
8864,5535,[]
8865,33903,[]
8866,13993,[]
8867,34940,['Tencent Animation & Comics']
8868,8533,[]
8869,11691,[]
8870,25915,['MooGoo']
8871,44129,[]
8872,13983,[]
8873,37928,[]
8874,2439,['Digital Works']
8875,40769,"['Hakuhodo DY Music & Pictures', 'Bandai Namco Arts']"
8876,3214,['Shueisha']
8877,3581,"['Milky Animation Label', 'MS Pictures']"
8878,41340,['TBS']
8879,37318,['Square Enix']
8880,35635,['XFLAG Pictures']
8881,8551,[]
8882,40469,['Studio Mausu']
8883,5411,[]
8884,6484,['Shueisha']
8885,5842,['Space Neko Company']
8886,35158,[]
8887,34975,[]
8888,6792,"['Bandai Visual', 'Sotsu']"
8889,51457,['Tencent Penguin Pictures']
8890,611,['ACiD FiLM']
8891,39315,[]
8892,36996,['iQIYI']
8893,24417,[]
8894,42981,"['81 Produce', 'RAY', 'Stray Cats', 'BS Asahi']"
8895,38211,[]
8896,39589,[]
8897,40941,['Mousou Jitsugen Media']
8898,50521,['Tencent Penguin Pictures']
8899,2007,['Lemon Heart']
8900,35624,[]
8901,23835,[]
8902,3140,"['Shinyusha', 'MS Pictures']"
8903,4210,"['Kitty Films', 'TYO', 'Streamline Pictures']"
8904,7466,[]
8905,9792,['Ajia-Do']
8906,8972,[]
8907,4242,[]
8908,33704,['7doc']
8909,5173,['Digital Works']
8910,38372,[]
8911,31331,['Pink Pineapple']
8912,7491,[]
8913,41285,[]
8914,1404,"['Pink Pineapple', 'Silky’s', 'Himajin Planning']"
8915,30390,['Koei']
8916,18729,['GDH']
8917,6107,['Bandai Visual']
8918,41191,[]
8919,33195,['Yaoqi']
8920,2395,"['Milky Animation Label', 'MS Pictures']"
8921,8450,['Bandai Visual']
8922,4608,['Pink Pineapple']
8923,37600,[]
8924,50762,[]
8925,36836,['Toho']
8926,4680,[]
8927,48845,[]
8928,10901,['TV Asahi']
8929,8550,[]
8930,28963,[]
8931,36162,[]
8932,18533,['Beijing Sharaku Art']
8933,49581,[]
8934,18149,['DAX Production']
8935,20235,[]
8936,1451,[]
8937,7532,['The National Film Center Japan']
8938,36728,"['Studio A-CAT', 'On-Lead']"
8939,2053,"['Anime R', 'Imagine']"
8940,35113,"['Production I.G', 'Anime Beans']"
8941,49952,['Tencent Penguin Pictures']
8942,5157,"['Media Factory', 'TBS', 'GAGA', 'Kadokawa Haruki Corporation', 'Samsung', 'Namisokan']"
8943,9561,['Dentsu']
8944,8178,[]
8945,33245,['DAX Production']
8946,36618,[]
8947,40995,[]
8948,40845,[]
8949,1513,['Pink Pineapple']
8950,828,['Milky Animation Label']
8951,3834,[]
8952,4531,['Nikkatsu']
8953,2956,['Shinkuukan']
8954,34615,['DAX Production']
8955,2278,"['Starchild Records', 'Imagica']"
8956,2862,['Discovery']
8957,7090,[]
8958,36436,[]
8959,35416,"['Kadokawa Shoten', 'Pony Canyon']"
8960,39329,[]
8961,38291,['AC-Bu']
8962,4799,['Milky Animation Label']
8963,10406,['Indeprox']
8964,3580,['Digital Works']
8965,33880,[]
8966,41454,[]
8967,3921,['Five Ways']
8968,4574,"['Sotsu', 'Nagoya Broadcasting Network']"
8969,38456,[]
8970,9595,[]
8971,33193,['Yaoqi']
8972,32041,[]
8973,4939,['I was a Ballerina']
8974,1511,['Digital Works']
8975,33119,['Nitroplus']
8976,2380,['Digital Works']
8977,5522,['Digital Works']
8978,33357,"['Tencent Animation & Comics', 'Studio LAN']"
8979,3020,[]
8980,4489,['Lemon Heart']
8981,3628,['Digital Works']
8982,39020,[]
8983,44072,['bilibili']
8984,1765,[]
8985,9324,['Toei Video']
8986,37865,[]
8987,35923,[]
8988,3402,[]
8989,9600,[]
8990,40711,[]
8991,2967,['Starchild Records']
8992,3334,['Digital Works']
8993,25661,[]
8994,8848,['Nippon Television Network']
8995,6355,[]
8996,2315,['Pink Pineapple']
8997,33499,[]
8998,3315,['TV Tokyo']
8999,38181,[]
9000,4681,"['Shochiku', 'Sony Music Entertainment']"
9001,2056,[]
9002,34198,"['Lantis', 'Bandai']"
9003,35254,['Yomiuri Telecasting']
9004,42148,"['bilibili', 'CG Year']"
9005,17211,['TV Asahi']
9006,625,['KSS']
9007,40320,[]
9008,21335,['Toshiba Entertainment']
9009,37881,[]
9010,19687,['Vasoon Animation']
9011,2368,['Pink Pineapple']
9012,37643,[]
9013,4917,['Nippon Television Network']
9014,8275,['Digital Works']
9015,3801,[]
9016,37000,[]
9017,6718,[]
9018,9342,[]
9019,3876,[]
9020,3569,['Daiei']
9021,2697,['VAP']
9022,9028,"['TV Tokyo', 'Yomiuri Advertising']"
9023,1595,"['Comstock, Ltd.']"
9024,12965,"['Sotsu', 'TV Osaka', 'Sanrio', 'FuRyu']"
9025,24975,[]
9026,16604,[]
9027,46491,[]
9028,49948,[]
9029,9243,['Fuji TV']
9030,12485,"['VAP', 'TV Asahi']"
9031,36145,[]
9032,39731,[]
9033,2479,['Datam Polystar']
